Date,Value,BCHAIN-MKPRU_nextday_predict,usd,usd_nextday_predict
11/1/16,697.01,1079.3948974609375,1288.45,1266.300048828125
11/2/16,733.33,1082.11181640625,1303.75,1274.0057373046875
11/3/16,686.17,1094.6956787109375,1301.0,1286.9869384765625
11/4/16,683.69,1090.5787353515625,1302.8,1294.91748046875
11/5/16,704.79,1082.324462890625,0.0,0.0
11/6/16,712.0,1082.50634765625,0.0,0.0
11/7/16,709.96,1087.2890625,1283.05,1298.4078369140625
11/8/16,708.97,1091.1170654296875,1282.35,1290.0966796875
11/9/16,720.93,1093.144287109375,1281.4,1281.395751953125
11/10/16,721.5,1097.94970703125,1267.5,1275.881103515625
11/11/16,715.45,1102.16796875,1236.45,1268.0972900390625
11/12/16,703.71,1102.8756103515625,0.0,0.0
11/13/16,702.28,1098.5399169921875,0.0,0.0
11/14/16,706.46,1093.719482421875,1213.6,1250.614501953125
11/15/16,710.91,1091.6575927734375,1226.95,1228.9656982421875
11/16/16,711.73,1092.44775390625,1229.2,1220.151123046875
11/17/16,736.96,1094.02587890625,1226.75,1219.952392578125
11/18/16,747.52,1103.5634765625,1211.0,1222.1072998046875
11/19/16,748.98,1115.7119140625,0.0,0.0
11/20/16,729.06,1125.160888671875,0.0,0.0
11/21/16,738.53,1124.32763671875,1214.25,1218.4337158203125
11/22/16,736.97,1124.0277099609375,1212.25,1215.4185791015625
11/23/16,741.63,1123.46044921875,1185.35,1212.838134765625
11/24/16,737.45,1124.490966796875,1186.1,1201.4061279296875
11/25/16,735.64,1124.259033203125,1187.7,1191.5703125
11/26/16,733.67,1123.1607666015625,0.0,0.0
11/27/16,727.96,1121.5418701171875,0.0,0.0
11/28/16,727.31,1118.43212890625,1187.0,1186.3521728515625
11/29/16,732.71,1115.6910400390625,1186.55,1184.3802490234375
11/30/16,742.69,1115.6943359375,1178.1,1184.1470947265625
12/1/16,742.05,1119.7105712890625,1161.85,1181.6907958984375
12/2/16,772.43,1123.331298828125,1173.5,1173.7698974609375
12/3/16,764.33,1135.626953125,0.0,0.0
12/4/16,762.97,1143.73291015625,0.0,0.0
12/5/16,754.63,1147.6207275390625,1162.2,1170.7086181640625
12/6/16,756.62,1146.386474609375,1172.5,1166.5955810546875
12/7/16,758.99,1144.7796630859375,1177.65,1167.041748046875
12/8/16,769.72,1144.347900390625,1171.05,1170.724365234375
12/9/16,770.02,1147.8782958984375,1163.6,1172.061279296875
12/10/16,769.08,1151.46630859375,0.0,0.0
12/11/16,777.0,1153.615966796875,0.0,0.0
12/12/16,777.0,1157.291748046875,1156.1,1169.5328369140625
12/13/16,777.99,1160.2161865234375,1158.55,1163.95654296875
12/14/16,774.89,1162.314453125,1162.25,1160.015380859375
12/15/16,776.75,1162.4962158203125,1126.95,1159.2352294921875
12/16/16,775.88,1162.6962890625,1131.6,1148.40478515625
12/17/16,788.7,1162.546875,0.0,0.0
12/18/16,788.4,1166.5433349609375,0.0,0.0
12/19/16,788.67,1170.2979736328125,1136.25,1139.2603759765625
12/20/16,793.09,1172.860595703125,1125.7,1135.2596435546875
12/21/16,824.21,1175.7291259765625,1133.65,1131.2540283203125
12/22/16,834.97,1187.973876953125,1131.35,1131.065673828125
12/23/16,901.31,1202.3995361328125,0.0,0.0
12/24/16,891.61,1234.592529296875,0.0,0.0
12/25/16,892.6,1258.163818359375,0.0,0.0
12/26/16,897.33,1272.0931396484375,0.0,0.0
12/27/16,930.37,1280.5,0.0,0.0
12/28/16,930.34,1295.5723876953125,1134.6,1131.703369140625
12/29/16,963.38,1307.5777587890625,1145.9,1133.4547119140625
12/30/16,952.15,1325.75927734375,0.0,0.0
12/31/16,958.12,1336.0804443359375,0.0,0.0
1/1/17,997.72,1342.894775390625,0.0,0.0
1/2/17,1015.97,1359.67626953125,0.0,0.0
1/3/17,1013.42,1379.78759765625,1151.0,1138.575927734375
1/4/17,1126.76,1393.436767578125,1164.25,1144.8929443359375
1/5/17,994.67,1438.5198974609375,1176.7,1153.79248046875
1/6/17,999.65,1433.709228515625,1175.85,1164.7381591796875
1/7/17,896.83,1418.5164794921875,0.0,0.0
1/8/17,908.14,1371.458740234375,0.0,0.0
1/9/17,910.49,1334.6190185546875,1178.5,1172.3226318359375
1/10/17,906.05,1313.16455078125,1189.5,1176.7711181640625
1/11/17,785.22,1301.2435302734375,1178.55,1182.1639404296875
1/12/17,780.92,1255.939697265625,1205.05,1182.093994140625
1/13/17,826.29,1214.75830078125,1190.35,1189.322265625
1/14/17,817.91,1202.8712158203125,0.0,0.0
1/15/17,819.55,1199.947265625,0.0,0.0
1/16/17,830.5,1200.8719482421875,1203.0,1191.348876953125
1/17/17,903.84,1206.1702880859375,1216.05,1195.3424072265625
1/18/17,906.6,1235.074462890625,1214.75,1203.28125
1/19/17,895.798875,1262.0670166015625,1196.05,1209.237548828125
1/20/17,893.6210875,1276.23876953125,1200.55,1205.42138671875
1/21/17,895.64,1281.6522216796875,0.0,0.0
1/22/17,918.603625,1283.6002197265625,0.0,0.0
1/23/17,922.0736125,1291.5318603515625,1212.85,1201.3275146484375
1/24/17,919.97,1299.6929931640625,1216.8,1203.0869140625
1/25/17,893.045625,1304.62109375,1195.0,1207.71630859375
1/26/17,915.95625,1298.264404296875,1189.7,1203.7161865234375
1/27/17,915.05,1298.499267578125,1184.85,1196.4664306640625
1/28/17,920.31225,1300.21337890625,0.0,0.0
1/29/17,915.933,1303.521484375,0.0,0.0
1/30/17,912.19,1304.791748046875,1192.8,1189.09765625
1/31/17,964.706075,1303.8856201171875,1212.8,1187.244140625
2/1/17,979.703875,1320.029052734375,1203.65,1195.173583984375
2/2/17,983.42,1340.5841064453125,1221.95,1200.4781494140625
2/3/17,1013.027,1356.91162109375,1215.2,1209.6195068359375
2/4/17,1030.999413,1376.63916015625,0.0,0.0
2/5/17,1034.07,1396.8741455078125,0.0,0.0
2/6/17,1024.01375,1411.693115234375,1226.75,1214.0740966796875
2/7/17,1050.11,1416.8892822265625,1231.0,1219.3857421875
2/8/17,1052.84,1426.437744140625,1242.1,1224.374755859375
2/9/17,976.103,1434.967529296875,1236.8,1231.43408203125
2/10/17,999.1035,1414.967041015625,1228.3,1234.2757568359375
2/11/17,997.59,1401.3448486328125,0.0,0.0
2/12/17,1000.604625,1393.3778076171875,0.0,0.0
2/13/17,999.877375,1390.4525146484375,1222.25,1231.2259521484375
2/14/17,1001.2,1389.5977783203125,1230.75,1225.0704345703125
2/15/17,1012.325988,1390.0286865234375,1224.4,1223.5494384765625
2/16/17,1035.208125,1394.3575439453125,1240.55,1221.8370361328125
2/17/17,1035.2,1405.91455078125,1241.95,1227.0640869140625
2/18/17,1056.637138,1415.6630859375,0.0,0.0
2/19/17,1052.779286,1428.845458984375,0.0,0.0
2/20/17,1050.87,1437.3956298828125,1237.3,1233.265869140625
2/21/17,1123.788429,1441.248779296875,1233.2,1235.6573486328125
2/22/17,1123.223188,1466.792236328125,1236.65,1234.21435546875
2/23/17,1130.01,1489.73291015625,1247.9,1233.322265625
2/24/17,1174.86625,1506.7490234375,1253.65,1237.2508544921875
2/25/17,1150.605714,1531.6300048828125,0.0,0.0
2/26/17,1150.37,1542.467041015625,0.0,0.0
2/27/17,1190.75195,1545.8880615234375,1257.2,1243.4815673828125
2/28/17,1187.565286,1559.6903076171875,1255.6,1249.4075927734375
3/1/17,1190.89,1570.709228515625,1240.4,1252.1357421875
3/2/17,1259.410817,1578.4775390625,1238.1,1246.5377197265625
3/3/17,1285.14,1605.77685546875,1226.5,1239.5765380859375
3/4/17,1287.0,1638.05908203125,0.0,0.0
3/5/17,1270.9333,1661.753173828125,0.0,0.0
3/6/17,1275.197375,1670.0360107421875,1230.95,1230.4464111328125
3/7/17,1279.5,1672.9034423828125,1216.65,1226.087158203125
3/8/17,1157.3933,1674.7747802734375,1209.2,1219.7137451171875
3/9/17,1192.469143,1634.769287109375,1206.55,1212.6302490234375
3/10/17,1192.09,1608.359619140625,1202.65,1207.2064208984375
3/11/17,1179.159875,1594.0472412109375,0.0,0.0
3/12/17,1227.494625,1583.20947265625,0.0,0.0
3/13/17,1227.68,1592.9945068359375,1204.2,1203.0838623046875
3/14/17,1245.370786,1605.2161865234375,1204.6,1201.60400390625
3/15/17,1257.399625,1620.0146484375,1198.8,1201.7589111328125
3/16/17,1257.0,1634.7103271484375,1229.35,1200.3221435546875
3/17/17,1091.171888,1644.4034423828125,1229.6,1209.972412109375
3/18/17,952.2323625,1594.0421142578125,0.0,0.0
3/19/17,967.69,1497.7728271484375,0.0,0.0
3/20/17,1049.084488,1425.6917724609375,1232.4,1219.9310302734375
3/21/17,1118.630043,1410.293701171875,1241.6,1227.1793212890625
3/22/17,1113.0,1438.154541015625,1249.05,1233.9971923828125
3/23/17,1038.789,1466.923095703125,1247.5,1240.640380859375
3/24/17,941.9197143,1462.1041259765625,1247.5,1243.7691650390625
3/25/17,927.93,1417.75634765625,0.0,0.0
3/26/17,956.7863125,1372.4990234375,0.0,0.0
3/27/17,1037.22925,1351.06689453125,1257.55,1244.3201904296875
3/28/17,1041.04,1369.4896240234375,1257.25,1247.6806640625
3/29/17,1040.5755,1394.0484619140625,1251.1,1250.4647216796875
3/30/17,1037.90455,1412.252197265625,1248.8,1249.5426025390625
3/31/17,1034.74,1422.09716796875,1244.85,1246.9473876953125
4/1/17,1086.929571,1425.5048828125,0.0,0.0
4/2/17,1099.169125,1443.4034423828125,0.0,0.0
4/3/17,1079.99,1463.507080078125,1247.25,1243.3719482421875
4/4/17,1141.600363,1471.314453125,1257.65,1241.9912109375
4/5/17,1133.079314,1493.828369140625,1245.8,1246.1256103515625
4/6/17,1133.53,1510.2510986328125,1252.5,1245.8138427734375
4/7/17,1190.45425,1519.85498046875,1266.45,1246.942626953125
4/8/17,1181.149838,1543.5474853515625,0.0,0.0
4/9/17,1184.03,1560.2744140625,0.0,0.0
4/10/17,1207.744875,1570.6461181640625,1250.05,1253.6234130859375
4/11/17,1226.617038,1583.9049072265625,1252.9,1252.76513671875
4/12/17,1219.09,1599.94091796875,1274.3,1250.93896484375
4/13/17,1180.023713,1608.9661865234375,1284.15,1258.0291748046875
4/14/17,1185.260057,1600.1007080078125,0.0,0.0
4/15/17,1170.36,1591.079833984375,0.0,0.0
4/16/17,1186.927413,1579.954833984375,0.0,0.0
4/17/17,1205.634875,1577.3592529296875,0.0,0.0
4/18/17,1176.97,1584.12451171875,1278.95,1269.14501953125
4/19/17,1217.930088,1581.6021728515625,1279.05,1274.79443359375
4/20/17,1241.686325,1591.093017578125,1282.1,1276.203857421875
4/21/17,1236.63,1608.6651611328125,1281.85,1276.7210693359375
4/22/17,1261.311225,1620.9307861328125,0.0,0.0
4/23/17,1257.988113,1636.009521484375,0.0,0.0
4/24/17,1240.84,1645.784912109375,1269.4,1276.482177734375
4/25/17,1279.414688,1645.14892578125,1267.8,1270.8704833984375
4/26/17,1309.109875,1654.8287353515625,1261.85,1265.39794921875
4/27/17,1288.02,1674.0380859375,1262.8,1259.93359375
4/28/17,1331.294429,1682.4022216796875,1266.45,1257.3538818359375
4/29/17,1334.979038,1699.6732177734375,0.0,0.0
4/30/17,1333.0,1714.9375,0.0,0.0
5/1/17,1417.172813,1723.9774169921875,0.0,0.0
5/2/17,1452.076288,1756.7315673828125,1255.45,1258.44921875
5/3/17,1447.55,1796.848876953125,1250.3,1255.9700927734375
5/4/17,1508.292125,1824.208984375,1228.45,1251.43994140625
5/5/17,1533.335071,1859.75341796875,1228.05,1239.4801025390625
5/6/17,1518.75,1894.255615234375,0.0,0.0
5/7/17,1535.868429,1912.1109619140625,0.0,0.0
5/8/17,1640.619225,1925.4552001953125,1229.8,1229.951416015625
5/9/17,1651.1,1968.74609375,1220.4,1225.6605224609375
5/10/17,1762.88625,2009.1595458984373,1222.95,1221.3026123046875
5/11/17,1820.990563,2073.5673828125,1223.15,1219.7177734375
5/12/17,1829.0,2142.880859375,1231.25,1219.7684326171875
5/13/17,1771.920013,2193.171630859375,0.0,0.0
5/14/17,1776.3165,2202.099365234375,0.0,0.0
5/15/17,1780.0,2198.711181640625,1233.3,1223.413330078125
5/16/17,1739.031975,2194.35009765625,1234.2,1227.5887451171875
5/17/17,1807.485063,2176.95849609375,1257.4,1230.5684814453125
5/18/17,1783.98,2185.38916015625,1255.9,1240.8402099609375
5/19/17,1961.520488,2189.596923828125,1252.0,1248.7618408203125
5/20/17,2052.909788,2252.336669921875,0.0,0.0
5/21/17,2008.84,2340.960693359375,0.0,0.0
5/22/17,2090.662313,2391.387451171875,1258.85,1251.001953125
5/23/17,2287.710288,2443.401611328125,1260.2,1252.98388671875
5/24/17,2256.32,2546.788818359375,1252.55,1254.422119140625
5/25/17,2387.206286,2617.330322265625,1256.95,1251.957275390625
5/26/17,2211.976857,2701.3583984375,1265.05,1251.043701171875
5/27/17,2279.82,2698.606201171875,0.0,0.0
5/28/17,2192.9808,2698.491943359375,0.0,0.0
5/29/17,2275.9307,2668.336181640625,0.0,0.0
5/30/17,2290.02,2669.714111328125,1262.7,1254.31298828125
5/31/17,2285.933914,2683.399658203125,1266.2,1256.7733154296875
6/1/17,2399.242671,2694.127685546875,1264.85,1259.5128173828125
6/2/17,2409.93,2740.345703125,1274.95,1260.6956787109375
6/3/17,2525.765158,2783.541259765625,0.0,0.0
6/4/17,2516.173143,2852.11572265625,0.0,0.0
6/5/17,2529.53,2900.154541015625,1279.95,1265.0380859375
6/6/17,2883.313697,2931.176513671875,1293.5,1270.6324462890625
6/7/17,2664.920863,3072.982177734375,1291.0,1279.95947265625
6/8/17,2683.03,3115.428466796875,1273.1,1285.3826904296875
6/9/17,2827.4913,3125.06787109375,1266.55,1279.4990234375
6/10/17,2845.372857,3174.681640625,0.0,0.0
6/11/17,2898.63,3223.0029296875,0.0,0.0
6/12/17,2657.675063,3273.30810546875,1266.4,1269.772705078125
6/13/17,2748.185086,3219.946533203125,1262.0,1262.8583984375
6/14/17,2706.0,3192.28564453125,1275.5,1258.0352783203125
6/15/17,2442.48025,3164.92431640625,1254.55,1261.663818359375
6/16/17,2464.959814,3052.857177734375,1255.4,1258.1298828125
6/17/17,2477.94,2966.9521484375,0.0,0.0
6/18/17,2507.389252,2921.308349609375,0.0,0.0
6/19/17,2617.210263,2911.60791015625,1248.15,1254.38427734375
6/20/17,2600.0,2953.23095703125,1242.2,1249.196044921875
6/21/17,2671.04325,2987.364990234375,1242.5,1243.3604736328125
6/22/17,2727.288013,3033.3173828125,1250.8,1239.841796875
6/23/17,2713.48,3086.3564453125,1255.7,1241.781982421875
6/24/17,2589.164888,3117.730224609375,0.0,0.0
6/25/17,2512.366286,3088.309326171875,0.0,0.0
6/26/17,2502.03,3026.548828125,1245.25,1246.718017578125
6/27/17,2517.903114,2974.19775390625,1249.55,1246.5069580078125
6/28/17,2585.349186,2947.61376953125,1248.0,1246.3406982421875
6/29/17,2558.3,2960.5400390625,1243.5,1245.474853515625
6/30/17,2477.641375,2969.458251953125,1242.25,1242.8599853515625
7/1/17,2501.191343,2945.999267578125,0.0,0.0
7/2/17,2421.26,2931.113037109375,0.0,0.0
7/3/17,2561.225429,2895.0751953125,1229.25,1240.194580078125
7/4/17,2599.729838,2915.706298828125,1223.75,1233.5048828125
7/5/17,2598.89,2956.979736328125,1220.3,1226.1424560546875
7/6/17,2609.96775,2989.073486328125,1224.9,1220.22021484375
7/7/17,2491.201214,3011.955322265625,1215.65,1218.9237060546875
7/8/17,2502.86,2982.421875,0.0,0.0
7/9/17,2536.238938,2954.1787109375,0.0,0.0
7/10/17,2366.170143,2947.604736328125,1211.9,1216.3134765625
7/11/17,2327.09,2888.300048828125,1211.05,1212.9990234375
7/12/17,2385.748571,2822.65966796875,1218.8,1210.4334716796875
7/13/17,2354.783417,2798.57470703125,1218.9,1211.9617919921875
7/14/17,2338.49,2782.13916015625,1230.3,1214.3302001953125
7/15/17,2058.9956,2767.673828125,0.0,0.0
7/16/17,1931.2143,2660.65576171875,0.0,0.0
7/17/17,1910.96,2522.65673828125,1234.1,1220.337158203125
7/18/17,2320.12225,2416.49755859375,1240.75,1226.6553955078125
7/19/17,2264.7657,2496.019287109375,1242.15,1233.0797119140625
7/20/17,2265.21,2577.04248046875,1238.7,1237.404541015625
7/21/17,2682.195363,2631.779296875,1248.55,1237.802490234375
7/22/17,2807.609857,2808.410888671875,0.0,0.0
7/23/17,2825.51,3000.77734375,0.0,0.0
7/24/17,2751.821029,3137.703857421875,1255.55,1240.4405517578125
7/25/17,2560.997917,3187.04638671875,1254.4,1245.4287109375
7/26/17,2564.3,3128.98046875,1248.1,1248.73291015625
7/27/17,2647.625,3065.447509765625,1261.1,1247.6412353515625
7/28/17,2781.636583,3051.734130859375,1264.9,1250.7470703125
7/29/17,2784.8,3102.797119140625,0.0,0.0
7/30/17,2745.955417,3153.79736328125,0.0,0.0
7/31/17,2866.431667,3173.782958984375,1267.55,1255.482421875
8/1/17,2862.9,3222.71484375,1270.95,1259.966552734375
8/2/17,2693.633983,3260.435791015625,1269.6,1263.9320068359375
8/3/17,2794.117717,3221.37890625,1268.1,1265.493408203125
8/4/17,2790.0,3213.04638671875,1257.7,1264.9661865234375
8/5/17,3218.115017,3213.143798828125,0.0,0.0
8/6/17,3252.562533,3369.361572265625,0.0,0.0
8/7/17,3210.2,3522.33935546875,1258.0,1259.69287109375
8/8/17,3457.374333,3605.951416015625,1261.8,1255.2689208984375
8/9/17,3357.326317,3733.84521484375,1271.05,1254.5205078125
8/10/17,3340.28,3789.955078125,1284.4,1259.1461181640625
8/11/17,3632.506667,3802.395263671875,1286.1,1269.2554931640625
8/12/17,3852.802914,3907.27978515625,0.0,0.0
8/13/17,3868.52,4078.36279296875,0.0,0.0
8/14/17,4282.992,4210.2177734375,1282.3,1277.7255859375
8/15/17,4217.028329,4441.85986328125,1270.3,1280.4014892578125
8/16/17,4179.97,4587.9765625,1272.75,1274.821533203125
8/17/17,4328.725717,4646.87841796875,1285.15,1269.8740234375
8/18/17,4130.440067,4720.26806640625,1295.8,1272.2689208984375
8/19/17,4104.71,4693.15966796875,0.0,0.0
8/20/17,4157.958033,4643.11865234375,0.0,0.0
8/21/17,4043.722,4625.72802734375,1292.9,1280.5540771484375
8/22/17,3986.28,4578.10009765625,1284.2,1286.109130859375
8/23/17,4174.95,4519.3037109375,1286.65,1284.728515625
8/24/17,4340.316717,4550.7529296875,1289.0,1282.7366943359375
8/25/17,4331.77,4653.87451171875,1285.3,1282.3056640625
8/26/17,4360.513317,4732.5595703125,0.0,0.0
8/27/17,4354.308333,4787.96142578125,0.0,0.0
8/28/17,4339.05,4814.74755859375,0.0,0.0
8/29/17,4607.98545,4818.578125,1318.65,1280.9857177734375
8/30/17,4594.98785,4918.60009765625,1308.5,1294.3837890625
8/31/17,4582.52,4997.63916015625,1311.75,1302.24951171875
9/1/17,4911.740017,5038.0712890625,1320.4,1306.40576171875
9/2/17,4580.38748,5182.66845703125,0.0,0.0
9/3/17,4585.57,5166.7138671875,0.0,0.0
9/4/17,4344.098317,5123.8544921875,1333.1,1311.1619873046875
9/5/17,4488.72014,4996.3984375,1335.55,1319.4605712890625
9/6/17,4385.02,4953.3779296875,1337.85,1326.0489501953125
9/7/17,4654.6585,4904.11181640625,1343.5,1330.021240234375
9/8/17,4310.750183,4976.35107421875,1346.25,1333.8175048828125
9/9/17,4312.26,4915.943359375,0.0,0.0
9/10/17,4329.955,4850.14208984375,0.0,0.0
9/11/17,4248.090017,4813.466796875,1334.2,1336.9461669921875
9/12/17,4198.59,4764.94189453125,1326.5,1332.734375
9/13/17,3961.271267,4712.72216796875,1327.55,1324.84423828125
9/14/17,3319.63,4588.2646484375,1324.55,1320.153076171875
9/15/17,3216.43,4251.46435546875,1322.85,1317.4466552734375
9/16/17,3763.62604,3952.334228515625,0.0,0.0
9/17/17,3746.060783,3970.440185546875,0.0,0.0
9/18/17,3678.53,4049.007080078125,1312.1,1316.161865234375
9/19/17,3943.413333,4090.659423828125,1309.6,1311.3272705078125
9/20/17,3977.561667,4209.0537109375,1311.3,1306.7357177734375
9/21/17,3894.48,4315.7255859375,1292.1,1305.1302490234375
9/22/17,3637.50255,4350.00146484375,1294.8,1296.7469482421875
9/23/17,3776.3869,4258.34423828125,0.0,0.0
9/24/17,3777.62,4222.7158203125,0.0,0.0
9/25/17,3942.555,4212.5244140625,1293.3,1291.3642578125
9/26/17,3910.307383,4274.173828125,1300.05,1288.5738525390625
9/27/17,3881.0,4318.7109375,1282.55,1290.7919921875
9/28/17,4201.98905,4333.06640625,1283.35,1286.0738525390625
9/29/17,4193.574667,4456.9072265625,1283.1,1281.658935546875
9/30/17,4164.27,4557.98828125,0.0,0.0
10/1/17,4360.722967,4606.4736328125,0.0,0.0
10/2/17,4386.88375,4700.2431640625,1273.7,1279.0037841796875
10/3/17,4394.07,4779.5947265625,1271.25,1274.043212890625
10/4/17,4225.175,4829.3134765625,1274.25,1269.4993896484375
10/5/17,4338.852,4789.01806640625,1274.5,1268.2572021484375
10/6/17,4318.58,4786.80908203125,1261.8,1268.7115478515625
10/7/17,4376.191667,4785.4677734375,0.0,0.0
10/8/17,4602.280883,4806.99169921875,0.0,0.0
10/9/17,4605.66,4912.7861328125,1278.75,1264.310791015625
10/10/17,4782.28,4999.8837890625,1291.4,1267.238037109375
10/11/17,4819.485767,5119.49462890625,1289.25,1276.48583984375
10/12/17,4822.17,5216.1015625,1290.25,1282.978515625
10/13/17,5563.806567,5272.3291015625,1299.6,1286.1395263671875
10/14/17,5739.438733,5590.31201171875,0.0,0.0
10/15/17,5825.99,5916.6416015625,0.0,0.0
10/16/17,5711.205867,6156.599609375,1303.3,1290.6483154296875
10/17/17,5603.71294,6238.4521484375,1284.75,1294.987548828125
10/18/17,5594.66,6210.08251953125,1280.2,1289.193603515625
10/19/17,5727.6335,6164.15771484375,1286.4,1280.844482421875
10/20/17,5979.45984,6184.7958984375,1281.2,1277.9224853515625
10/21/17,5986.44,6313.23486328125,0.0,0.0
10/22/17,5983.18455,6417.5,0.0,0.0
10/23/17,5876.079867,6475.4775390625,1274.9,1275.874755859375
10/24/17,5900.59,6456.7822265625,1276.45,1272.617431640625
10/25/17,5669.622533,6438.7578125,1275.0,1271.23095703125
10/26/17,5893.138417,6331.94140625,1273.75,1270.537353515625
10/27/17,5889.82,6339.3798828125,1266.45,1269.9381103515625
10/28/17,5776.69695,6364.50390625,0.0,0.0
10/29/17,6155.43402,6337.4814453125,0.0,0.0
10/30/17,6136.49,6465.34228515625,1272.0,1266.6287841796875
10/31/17,6388.645167,6566.39111328125,1270.15,1266.149658203125
11/1/17,6665.306683,6727.24462890625,1277.05,1265.9437255859375
11/2/17,6751.98,6951.72802734375,1279.2,1268.7611083984375
11/3/17,7197.72006,7136.3359375,1267.2,1272.2073974609375
11/4/17,7437.543317,7427.97216796875,0.0,0.0
11/5/17,7365.99,7725.6357421875,0.0,0.0
11/6/17,6989.071667,7872.287109375,1270.9,1269.3431396484375
11/7/17,7092.127233,7765.6015625,1275.6,1267.1527099609375
11/8/17,7128.64,7697.4189453125,1284.0,1267.911865234375
11/9/17,7158.03706,7677.2958984375,1284.8,1272.786376953125
11/10/17,6719.39785,7686.98828125,1284.3,1277.2835693359375
11/11/17,6569.22,7510.53857421875,0.0,0.0
11/12/17,5716.301583,7308.01220703125,0.0,0.0
11/13/17,6550.227533,6822.91748046875,1277.95,1279.5374755859375
11/14/17,6493.63,6826.44482421875,1274.6,1277.3572998046875
11/15/17,7301.42992,6896.5986328125,1282.2,1273.2379150390625
11/16/17,7815.0307,7296.96240234375,1280.0,1273.4039306640625
11/17/17,7868.77,7826.33447265625,1284.35,1273.95751953125
11/18/17,7817.140383,8192.4921875,0.0,0.0
11/19/17,8007.654067,8352.14453125,0.0,0.0
11/20/17,8049.72,8486.6025390625,1286.2,1276.355712890625
11/21/17,8059.8,8574.71875,1283.3,1279.149658203125
11/22/17,8268.035,8620.087890625,1286.95,1279.67041015625
11/23/17,8236.72,8730.880859375,1290.35,1280.7783203125
11/24/17,8250.978333,8792.3447265625,1290.5,1282.9739990234375
11/25/17,8707.407267,8826.041015625,0.0,0.0
11/26/17,8768.8,9046.126953125,0.0,0.0
11/27/17,9718.29505,9233.20703125,1294.9,1284.59326171875
11/28/17,9952.50882,9772.5791015625,1291.85,1287.186767578125
11/29/17,9919.0,10250.6630859375,1283.85,1287.6019287109375
11/30/17,10147.372,10492.078125,1280.2,1283.705810546875
12/1/17,10883.912,10691.1982421875,1275.5,1278.5999755859375
12/2/17,10879.88,11144.7060546875,0.0,0.0
12/3/17,11332.622,11429.2197265625,0.0,0.0
12/4/17,11584.83,11779.4052734375,1273.45,1273.3612060546875
12/5/17,11591.22,12100.0009765625,1266.3,1269.5767822265625
12/6/17,13540.98,12266.2568359375,1263.7,1265.0360107421875
12/7/17,16501.97167,13330.6640625,1255.0,1261.2742919921875
12/8/17,16860.88,15629.9443359375,1250.65,1255.9033203125
12/9/17,15142.83415,17192.818359375,0.0,0.0
12/10/17,14869.805,16814.474609375,0.0,0.0
12/11/17,15068.95,16226.1796875,1247.15,1250.617919921875
12/12/17,17276.39333,16026.080078125,1240.9,1246.1934814453125
